Start,Duration,Text
1278.299,3.061,see okay a lot of exercises are somewhat
1280.28,3.06,competitive but what if we put the
1281.36,3.6,keyword difficulty down to Max 20 and
1283.34,2.94,then we look at the results for that and
1284.96,3.3,we can see that okay maybe I could rank
1286.28,3.66,for tricep dumbbell exercises that has
1288.26,3.299,good search volume trigger finger
1289.94,4.32,exercises that's interesting push
1291.559,5.161,exercises jawline exercises pull for so
1294.26,4.38,you find them by filtering that out or
1296.72,3.9,it could be workouts
1298.64,5.34,you put that keyword difficulty Max to
1300.62,4.62,20 show results and you can see what all
1303.98,2.88,these workouts I could write thigh
1305.24,2.939,workouts upper ab workouts a lot of
1306.86,3.179,things low competition you just got to
1308.179,3.36,look for it and find it uh one another
1310.039,3.12,interesting one in information is like
1311.539,3.241,how to so I can search for how to do
1313.159,3.481,stuff
1314.78,3.24,um for me like there's everything how to
1316.64,3.36,screenshot on a Mac is one of the most
1318.02,4.56,popular ones how to lose weight all of
1320,4.44,that what if I put in like how to start
1322.58,3.12,a business very competitive but you can
1324.44,2.64,start to find these ideas start a
1325.7,2.64,YouTube channels less how to start a
1327.08,3.78,conversation with a girl start your own
1328.34,4.079,business Drop Shipping so how to's are
1330.86,2.76,also interesting another one that you
1332.419,3.361,would look at if you're a food blog
1333.62,4.08,informationally would be recipes that's
1335.78,3.36,why they make so much ad Revenue with
1337.7,3.24,those is because they're writing all
1339.14,3.48,kinds of different recipes and I'll put
1340.94,3.96,like Max 30s see what comes up in
1342.62,4.439,different recipes endless amount so you
1344.9,3.84,could do like chuck roast recipes 60 000
1347.059,4.201,searches a month cube steak recipes
1348.74,5.1,shredded chicken recipes kielbasa flank
1351.26,4.26,steak if you had a recipe Food blog you
1353.84,3.24,know you for food you would probably
1355.52,4.38,like affiliate opportunities would be
1357.08,4.32,like Gadgets in the kitchen expensive
1359.9,4.139,items in the home things that can help
1361.4,4.68,you the products to cook but then mainly
1364.039,4.741,it's recipes that's the informational
1366.08,4.14,intent of that Niche so you could rank
1368.78,3.36,for a lot of recipes that way so that's
1370.22,3.48,a little bit about informational content
1372.14,3.659,now let's talk about transactional
1373.7,3.959,affiliate articles so the example I had
1375.799,3.24,here before was best modular sectionals
1377.659,3.661,but how do we find these opportunities
1379.039,5.041,for affiliate Revenue well we put in
1381.32,4.26,best plus our niche so I could try best
1384.08,3.3,kitchen and then I could look at
1385.58,3.36,different matching terms that include
1387.38,5.22,the term best kitchen with other things
1388.94,5.7,I could then filter this down I can see
1392.6,4.439,if I make the keyword Max keyword
1394.64,4.5,difficulty something like 25 and I just
1397.039,3.541,do the results there I'll be able to see
1399.14,2.76,different opportunities so things like
1400.58,3.24,kitchen towels
1401.9,3.72,see how Kitchen Nightmares episodes is
1403.82,3.479,in here and the difficulty is so low
1405.62,3.539,because things that are not very
1407.299,3.36,monetizable are going to be lower so
1409.159,2.581,things that can make more money are
1410.659,2.4,going to have more competition more
1411.74,2.88,people writing the Articles around it
1413.059,2.401,you have to find your sweet spot in the
1414.62,2.1,middle
1415.46,3,where you can still rank for these
1416.72,4.38,things that are newer things so
1418.46,5.16,there's kitchen rugs kitchen torch
1421.1,6.6,kitchen gifts kitchen shoes kitchen mats
1423.62,6.72,lots of things what about like uh faucet
1427.7,4.74,best kitchen faucet
1430.34,3.66,best touchless kitchen faucet is a great
1432.44,2.76,one right there pretty expensive
1434,3.72,probably it's the one that you touch
1435.2,3.719,1000 search volume low difficulty and
1437.72,2.819,you can do this in any Niche like
1438.919,3.181,fishing
1440.539,3.601,you search for best fishing and then you
1442.1,3.54,just look and see the difficulty in what
1444.14,3.12,you can rank for so you can see things
1445.64,3.96,like best braided fishing line best
1447.26,5.159,sunglasses for fishing fishing line best
1449.6,4.26,bass fishing line reels boats lures you
1452.419,3,find all these opportunities and it's
1453.86,3.179,just giving you what to write what
1455.419,4.561,articles to create for your blog golf
1457.039,5.401,clubs bags grips drivers
1459.98,5.52,irons you could just keep going on and
1462.44,5.64,on kayaking best kayaking best you know
1465.5,4.86,inflatable kayak fishing kayak amazing
1468.08,3.66,hot tub I mean any anything that you
1470.36,3.059,think about Amazon you can create you
1471.74,3.72,just have to stay in one Niche but you
1473.419,3.721,create this content best you know hot
1475.46,3.719,tub for money best hot tub covers Plug
1477.14,3.48,and Play Hot Tub the list is really
1479.179,2.701,endless but you find them with best and
1480.62,2.58,then we start stack ranking these
1481.88,3.12,keywords based on what will make us the
1483.2,3.66,most affiliate Revenue so that includes
1485,3.48,what is the search volume what is the
1486.86,3.179,competition how do you how well do you
1488.48,2.88,think you can Rank and then what is the
1490.039,2.88,affiliate what I call the affiliate
1491.36,2.819,Revenue potential this is something that
1492.919,2.701,takes a little bit of brain power that's
1494.179,2.941,not in one of these tools how much
1495.62,3.419,affiliate money can you make and
1497.12,3.419,typically that's how expensive is the
1499.039,2.88,product that you're promoting and then
1500.539,3.661,what is the commission rate of that
1501.919,4.201,company so if I'm talking about a five
1504.2,3.54,thousand dollar hot tub and I have a 10
1506.12,3.78,commission from that hot tub company
1507.74,3.9,well then that's 500 every single time
1509.9,3.3,someone is buying something from me so
1511.64,2.82,we don't want to be going after you know
1513.2,3.24,promoting
1514.46,4.5,things that are cheap a pair of socks
1516.44,4.56,paper clips best paper clips of 2023
1518.96,3.3,that doesn't sound all that exciting but
1521,3.12,if you have something that is worth more
1522.26,3,money you just have to live in the zone
1524.12,2.72,of understanding this stuff because
1525.26,4.08,everything that's been around forever
1526.84,4.42,and can make people money is very
1529.34,4.02,competitive but there's new products
1531.26,3.36,emerging all the time so that's the key
1533.36,3.179,in the heart and soul of your affiliate
1534.62,3.72,marketing business is finding keywords
1536.539,3.361,being on The Cutting Edge and finding
1538.34,3.78,this stuff so for example I did this
1539.9,3.779,with my own I did best software I put
1542.12,4.32,that in and then I looked at you know
1543.679,4.98,what was emerging what was new a lot of
1546.44,4.02,it was very competitive but I I got in
1548.659,4.321,early so timing is a crucial component
1550.46,4.94,of this too one I did was like best uh
1552.98,4.86,podcast hosting so I rank for that now
1555.4,5.2,somewhere and it's like the difficulty
1557.84,4.439,is now 56. uh it's pretty tough to rank
1560.6,5.04,for but if you look at it I'm on page
1562.279,5.52,one for that you know and I make 9 000
1565.64,3.96,plus dollars a month from that usually
1567.799,3,nine to thirteen thousand dollars a
1569.6,3.179,month because I've been recurring and
1570.799,5.101,making income so it's finding and
1572.779,4.681,spotting Trends sometimes even even the
1575.9,3,keywords aren't even in a traps or a
1577.46,3.48,tool like this you'd have to go to
1578.9,4.019,Google Trends to spot something and this
1580.94,3.359,is where your personal brand Niche
1582.919,2.821,selection knowing what you're talking
1584.299,3.36,about really helps because you might
1585.74,3.36,know a certain area and have expertise
1587.659,3.721,and find affiliate marketing
1589.1,4.26,opportunities before anyone else and
1591.38,3.419,that's the key too like knowing about
1593.36,3.66,what you're talking about can actually
1594.799,3.841,help you rank for stuff because you know
1597.02,3.24,about it and write about it way earlier
1598.64,3.659,than other people do so we can stack
1600.26,3.96,rank these keywords just add them into a
1602.299,4.141,spreadsheet put some information on them
1604.22,4.68,and just keep them in one place you have
1606.44,3.839,them you know ready to use so we have
1608.9,3.42,keywords but now what do we do well
1610.279,3.961,successful articles that make money
1612.32,5.16,they're assembled not written they're
1614.24,4.319,not written generally and creatively and
1617.48,2.939,now they're all different they're all
1618.559,4.681,pretty much the same and this is what I
1620.419,4.14,call the content assembly line method so
1623.24,3.179,here's the truth not every single
1624.559,4.98,article you write is going to rank maybe
1626.419,4.321,20 of them will rank so 80 of your time
1629.539,3.541,is going to be spent on articles that
1630.74,4.679,don't rank so how do we maximize our
1633.08,4.86,efficiency to create much content as we
1635.419,4.441,can high quality content not poor
1637.94,3.54,quality content but good content where
1639.86,4.02,we're actually moving on creating more
1641.48,3.9,articles and not being perfectionists I
1643.88,3.12,remember when I started my blog I spent
1645.38,3,two weeks on an article because I
1647,3.059,thought it was amazing it was about
1648.38,3.36,human nature and human potential and why
1650.059,2.761,we don't live up to our potential and it
1651.74,3.059,was a good article but I've since
1652.82,3.42,deleted it from my site because it
1654.799,3.48,didn't get any traffic no one gave a
1656.24,3.9, it wasn't optimized for keywords so
1658.279,3.661,the content assembly line method is
1660.14,3.96,thinking like Henry Ford your blog is
1661.94,3.78,like Henry Ford or like McDonald's you
1664.1,3.78,need to master the process of content
1665.72,3.54,creation yourself have a system and a
1667.88,2.88,process for it and you can do that
1669.26,3.12,before you Outsource it to another
1670.76,3.299,writer this is why an affiliate
1672.38,3.419,marketing business is great because it's
1674.059,3.901,the one type of business that doesn't
1675.799,3.841,require your direct input I created
1677.96,3.18,YouTube videos because I want to expand
1679.64,3.3,my business and personal brand outside
1681.14,3.659,of blogging but you don't have to do
1682.94,4.14,that you can if you want to go to like
1684.799,3.661,seven eight figures but if you want to
1687.08,2.94,stay in six figures you just create a
1688.46,4.14,blog but we need to
1690.02,4.38,create a replicable process for Content
1692.6,3.66,creation because we're busy we might
1694.4,3.899,have kids we have responsibilities we
1696.26,3.6,have a we all all of us most of us
1698.299,3,probably start a blog with a full-time
1699.86,3.9,job like I did
1701.299,4.5,so how do we do this well first is we
1703.76,4.08,create a minimum viable post an MVP
1705.799,3.24,something that's good enough move on so
1707.84,2.579,if I'm creating the best modular
1709.039,3.781,sectionals article I'm not going to
1710.419,3.661,create the 25 best and look up
1712.82,3.42,everything like write the perfect review
1714.08,4.86,I'll start with five or I'll start with
1716.24,4.679,seven and then I'll create a good enough
1718.94,4.08,article that's long enough based on the
1720.919,4.38,competition that's optimized for on-page
1723.02,4.08,SEO that can rank but I'm not going to
1725.299,4.38,be perfect I'm not going to make it 10
1727.1,6,000 words long we can also use Ai and
1729.679,5.341,SEO tools so things like Surfer SEO
1733.1,3.72,which is definitely recommended the
1735.02,3.42,first one I actually really recommend
1736.82,4.2,that you buy at an ongoing basis I'll
1738.44,5.16,cover that but things that tell you
1741.02,3.84,exactly how to do this on page SEO then
1743.6,3.54,we have the same format of these
1744.86,3.78,articles then we publish it we let
1747.14,3.36,Google index it and then we can always
1748.64,3.18,go back and update blog posts so blog
1750.5,3.059,post should be updated every like three
1751.82,3.479,to six months or so and that depends on
1753.559,3.901,the niche if it's really evergreen or
1755.299,3.841,not and we have we add eventually we add
1757.46,3.42,unique content to it things like those
1759.14,4.38,content blocks I showed you your own
1760.88,5.039,unique take maybe infographic a video
1763.52,4.139,something that you know can be added
1765.919,3.661,over the course of a year or two later
1767.659,3.721,on but we have to make it eventually
1769.58,3.959,unique rewrite the intro make it better
1771.38,4.08,for human beings so we start with a
1773.539,4.5,minimum viable post optimized for SEO
1775.46,5.04,and then over time we update this and
1778.039,3.601,that is the key to ranking this content
1780.5,3.96,so first we have to talk about the
1781.64,4.08,article structure in on-page SEO so
1784.46,2.579,there's a lot of different factors here
1785.72,2.76,there's the URL there's your headline
1787.039,3.781,there's intros there's blocks there's
1788.48,4.14,content so how do we lay it all out well
1790.82,3.239,first we talk about the URL the URL of
1792.62,3,your blog post is really the only thing
1794.059,4.561,that you can't change so we put that
1795.62,4.98,Target keyword into the URL and no other
1798.62,3.72,things so you don't add like the full
1800.6,3.24,title into that URL you don't add the
1802.34,3.42,year because the year will change and
1803.84,2.939,then you have to change your URL the URL
1805.76,3.36,is the only thing you can't change
1806.779,3.78,because what if like you change it but
1809.12,3.419,you have links pointing to it now those
1810.559,3.72,are 404 broken links or you get
1812.539,2.821,backlinks from other sites to you so
1814.279,2.941,that needs to stay the same everything
1815.36,4.14,else the title the content everything
1817.22,3.72,inside of it can change really there's
1819.5,3.419,different things for on-page SEO there's
1820.94,4.32,title there's your blog title headings
1822.919,3.781,content meta descriptions and then you
1825.26,3.18,can use different tools you can use like
1826.7,3.66,rank math to cover some of these bases
1828.44,3.599,you can use Moz to check your title tag
1830.36,3.419,to make sure it's not truncated and it's
1832.039,3.541,the right length and it looks good but
1833.779,2.88,you can do that you also want to
1835.58,3.479,probably have a table of contents
1836.659,4.62,because easy navigation people clicking
1839.059,4.98,around being able to access stuff easy
1841.279,4.38,to navigate blog posts are good for SEO
1844.039,3.601,because it keeps people engaged it keeps
1845.659,3.9,them longer dwell time maybe a lower
1847.64,3.36,bounce rate and things like that let me
1849.559,2.941,talk about affiliate content blocks so
1851,2.76,these should eventually be added to all
1852.5,3.179,your posts they don't need to be added
1853.76,3.18,right away and these bring eyeballs to
1855.679,2.521,your links you get more clicks on your
1856.94,3.54,affiliate links you can make more money
1858.2,4.38,and these can be created with cadence or
1860.48,3.419,tool X Specter as well but there's a
1862.58,3.06,basic structure that we'll cover so
1863.899,3.241,we'll run through a few examples here of
1865.64,4.56,exactly how posts should be laid out but
1867.14,5.279,there's an H1 heading intro H2S h3s and
1870.2,3.599,it's a templatized Content assembly line
1872.419,2.581,method so first I'm going to show my own
1873.799,4.441,site this is my article on the best
1875,4.919,webinar software of April 2023 I changed
1878.24,2.88,that every month and then what we have
1879.919,2.88,here is an introduction and this
1881.12,4.08,includes the target keyword webinar
1882.799,4.441,software or best webinar software right
1885.2,4.68,here as well that's in the Target the
1887.24,4.62,title so the title should be number plus
1889.88,4.14,plus your target keyword plus what I
1891.86,3.6,call search intent trigger words this is
1894.02,3.3,kind of like click bait but being more
1895.46,3.12,helpful so you want to add some stuff to
1897.32,2.88,get people to click because higher
1898.58,4.44,click-through rates on the Google search
1900.2,4.38,results can also help you odd numbers
1903.02,3.36,typically work better than even numbers
1904.58,4.56,as well for some reason
1906.38,4.74,now I have a five column across block
1909.14,3.36,section you can do this or not I didn't
1911.12,2.939,have this for the first like year year
1912.5,3.299,and a half of this article so it's not a
1914.059,4.321,big deal you could do a top three even
1915.799,4.74,these are affiliate links here going to
1918.38,4.26,the site but here we have we have an
1920.539,5.221,introduction very simple you want to
1922.64,5.58,give uh some information basically with
1925.76,4.139,an affiliate list post for on-page SEO
1928.22,3.24,like this the goal is to cover your
1929.899,3.841,bases so that when someone reads this
1931.46,3.42,they feel like they got all the bases
1933.74,3.179,covered and they understand everything
1934.88,4.08,but the big thing here is
1936.919,4.561,this is the format this is your first H2
1938.96,4.199,heading so H2 is the second most
1941.48,5.28,important type of heading next to your
1943.159,5.221,H1 so H2 includes what is the plus your
1946.76,2.94,target keyword what is the best webinar
1948.38,3,software and we write this because this
1949.7,3.24,is how Google likes to read stuff if
1951.38,3.179,everything was just paragraph text on
1952.94,3.599,the page Google wouldn't understand
1954.559,3.72,what's most important or how to organize
1956.539,3.301,stuff or pull it into a featured snippet
1958.279,4.681,or where to rank it or any of that stuff
1959.84,5.819,so this is uh the best format for it is
1962.96,5.64,H2 and then we have the answers to this
1965.659,4.74,question so the answers are h3s which is
1968.6,3.9,the title of the company this is an H3
1970.399,4.38,heading so this is number one which is
1972.5,3.84,livestorm I had a sentence here that it
1974.779,3.241,you know is kind of gives it what it's
1976.34,3.6,best for as a high level overview of
1978.02,3.18,someone skimming because people honestly
1979.94,3.18,skim these articles they don't read
1981.2,3,every single word especially when it
1983.12,2.52,comes to this they want to just click
1984.2,3,through on the affiliate links learn a
1985.64,3.419,little bit about it but I give my take
1987.2,4.26,you know this is also a new section that
1989.059,4.801,we created this is an affiliate link and
1991.46,4.02,then we have you know the content of the
1993.86,3.059,actual review so we have a little bit of
1995.48,4.439,paragraph content you'll see that the
1996.919,5.221,link was added here we have images and
1999.919,4.86,then we have features we have user
2002.14,4.44,experience we have pricing so we go over
2004.779,3.721,the pricing what it costs what I like
2006.58,4.68,and dislike product recent product
2008.5,4.019,updates a call to action sentence you
2011.26,2.94,know you can get started for free and
2012.519,3.78,upgrade to a Premium plan and then a
2014.2,4.02,button so these are all easy to create
2016.299,5.061,In Cadence blocks but once we're done
2018.22,3.14,with that we have this information
2021.7,3.12,um it's the exact same thing for number
2023.14,3,two three four five and six so this is
2024.82,2.76,these are actually longer and I started
2026.14,3.419,with probably half this length of
2027.58,4.02,content for each company but over time
2029.559,3.421,over the years we update it and add more
2031.6,3.959,content and make it a little bit better
2032.98,4.02,now here's the question do you have to
2035.559,4.021,use every single product in your
2037,3.84,affiliate list post the answer is no but
2039.58,2.579,this is again going back to where
2040.84,3.54,personal branding and Niche selection
2042.159,3.601,come in I was in the software world for
2044.38,3.66,a little while I used a lot of these
2045.76,4.139,tools I was a um I worked in the tech
2048.04,4.619,World in Austin so I had a lot of
2049.899,4.561,experience here and with software you
2052.659,3.661,can even free trial the software and
2054.46,2.879,like look at stuff and test it out a
2056.32,2.519,little bit
2057.339,3.241,ultimately we want to create the most
2058.839,2.881,helpful content possible so Google
2060.58,3.599,created what's called The Helpful
2061.72,4.26,content update in 2022 and really it's
2064.179,4.801,like anything that's not adding to the
2065.98,5.22,conversation or making things more you
2068.98,3.419,know valuable is not going to be ranked
2071.2,3.24,as well so you can't just like pull
2072.399,3.72,features from livestorm.com pull the
2074.44,2.82,exact same thing that used to work you
2076.119,3.72,could just pull features from the
2077.26,4.8,website some competitor sites put it in
2079.839,4.26,here rewrite it make it your own a
2082.06,4.14,little bit maybe test it a little bit
2084.099,4.74,but that's just not working as well
2086.2,4.199,anymore so you really have to you know
2088.839,3.121,this is where your Niche expertise comes
2090.399,3.181,in now I'm not saying if you're a
2091.96,3.659,photography blogger or you want to make
2093.58,3.98,money via affiliate marketing for like
2095.619,4.261,camcorders so you have to go buy
2097.56,4.18,Seventeen five thousand dollar cameras
2099.88,3.479,that's not realistic and when you look
2101.74,3.599,at the internet and see who's ranking
2103.359,3.601,for this stuff like Tom's guide CNET
2105.339,2.941,they're not they're they have thousands
2106.96,2.94,and thousands of products on their
2108.28,2.94,website they're literally not testing
2109.9,4.26,every single one it's the unfortunate
2111.22,5.76,truth of the internet which is you know
2114.16,4.98,reviews are based on ranking SEO if
2116.98,4.2,you're really SEO and strategy not
2119.14,4.08,necessarily always what's the best
2121.18,3.72,but it's a templatized way to do it
2123.22,3.42,let's look at another example best rock
2124.9,4.56,climbing shoes of 2023 this is
2126.64,4.08,Switchback travel which is a outdoor
2129.46,3.36,site they talk about all kinds of stuff
2130.72,3.78,but we see introduction some of their
2132.82,3.299,top picks at the top so that's easy to
2134.5,3.359,click through the affiliate links and
2136.119,4.141,then the best overall you know number
2137.859,4.021,one down the line number two and again
2140.26,2.4,it has the sentence about what it's best
2141.88,2.52,for
2142.66,2.88,I like this layout better than mine they
2144.4,2.52,probably have more money than me and
2145.54,4.2,they you know they spend a lot more
2146.92,5.1,content but you know you you make do
2149.74,3.42,with what you can and these are
2152.02,3.839,affiliate links so anytime someone
2153.16,5.34,clicks through and purchases this shoe
2155.859,4.381,219 shoe they get a commission from Back
2158.5,4.079,Country so
2160.24,4.44,similar layout
2162.579,3.421,uh there's another one here from Gizmodo
2164.68,4.62,the best vegan protein powders
2166,4.619,introduction top picks and then all of
2169.3,3.84,this information now you'll see
2170.619,4.441,sometimes like with very specific stuff
2173.14,4.08,like television supplements things that
2175.06,4.74,have a lot of facts they have a lot of
2177.22,5.639,different layouts here with
2179.8,5.1,um columns and rows and so you can get
2182.859,3.24,creative with it again when you're first
2184.9,2.82,starting you don't need any of this
2186.099,5.281,fancy stuff you can just literally have
2187.72,5.22,H2 what is the best H3 numbered list of
2191.38,2.94,the companies or products and then
2192.94,3.12,paragraph text just make sure you're
2194.32,3.36,covering what kind of features what kind
2196.06,3.36,of things should be covered in that
2197.68,4.32,product review here's another one the 25
2199.42,5.939,best luxury watches for men show up in
2202,5.76,style in 2023 I'm not super fancy so I
2205.359,3.601,don't really care about what I look like
2207.76,3.96,that much
2208.96,4.08,um so we see there's also ads in this
2211.72,3.54,post so affiliate marketing is great
2213.04,4.38,because you can also have ads on your
2215.26,3.9,affiliate articles if you want sometimes
2217.42,3.179,it makes sense sometimes it doesn't if
2219.16,3.24,it's a really profitable affiliate
2220.599,3.181,article probably and it doesn't get a
2222.4,2.699,ton of traffic but it makes a ton of
2223.78,2.76,affiliate Revenue probably doesn't make
2225.099,2.701,sense to have ads because if you're
2226.54,3.12,making a few grand and then you make 20
2227.8,3.9,more in ads it just distracts people but
2229.66,4.62,you can have both and this is again the
2231.7,5.52,top overall picks going to very much
2234.28,5.04,luxury watches the number one which
2237.22,4.5,price is only available upon request
2239.32,4.5,which means we know it's very very
2241.72,4.02,expensive probably and also just a quick
2243.82,3.9,note on these how-to or informational
2245.74,3.48,posts they're pretty much formatted and
2247.72,3.06,written the exact same way so like
2249.22,4.32,here's my post on how to start a blog
2250.78,4.319,and as you see the internet is lists
2253.54,3.6,people love lists people understand
2255.099,4.681,information in a list format so even the
2257.14,4.74,info content the recipes the exercises
2259.78,4.2,the how to do things those informational
2261.88,3.66,posts that can make you add revenue and
2263.98,2.82,link to your affiliate posts they're
2265.54,3.539,pretty much formatted the same way too
2266.8,3.9,introduction and then a number of
2269.079,3.841,different steps now when you're writing
2270.7,3.48,a how-to guide you can actually add
2272.92,2.159,affiliate links in a slightly different
2274.18,3.54,way
2275.079,4.201,so I would add them as part of the
2277.72,3.54,process of doing the thing that you're
2279.28,3.72,doing so any website that is making
2281.26,4.62,affiliate Revenue has these two types of
2283,4.26,posts informational and transactional so
2285.88,3.239,how to do stuff and then the products
2287.26,3.839,you need to do those things so when
2289.119,3.421,we're talking about how to you would add
2291.099,3.361,it like this a little bit more naturally
2292.54,3.66,in the content here's the steps to set
2294.46,3.84,up your blog this is exactly how you do
2296.2,4.379,it with Bluehost so sign up here click
2298.3,5.76,that link so you write it but also
2300.579,5.341,as we see here a how-to guide is also a
2304.06,3.96,numbered list of different steps in a
2305.92,3.72,process so again it's just what are the
2308.02,3.78,steps what's the most helpful how do we
2309.64,3.6,have table of contents in that so it's a
2311.8,2.88,similar process to write these kinds of
2313.24,3.54,Articles as well so let's talk about
2314.68,4.38,speeding up the content creation process
2316.78,3.96,with AI so there's a lot of new AI tools
2319.06,3.12,on the market that can help us we don't
2320.74,2.339,have to write as much anymore it's great
2322.18,2.28,so
2323.079,2.341,here's what I reckon here some of the
2324.46,3.36,tools I recommend I'm gonna go through
2325.42,4.14,them one by one so chat GPT obviously
2327.82,3.6,everyone knows that one this is not
2329.56,3.72,great for like writing full articles but
2331.42,3.3,it's best for ideation so coming up with
2333.28,3.42,ideas and that's things like keyword
2334.72,4.02,ideas you can do topical Authority
2336.7,3.899,mapping so give me article ideas based
2338.74,4.14,around this keyword that'll cover my
2340.599,3.901,topical map and make me look like an SEO
2342.88,3.54,expert they can come up with titles
2344.5,3.66,outlines and then really short articles
2346.42,4.26,simple ones that you can edit but it's
2348.16,4.14,great for ideation coming up with ideas
2350.68,3.899,another one is Jasper so this is
2352.3,3.96,in-depth content creation so this is you
2354.579,3.601,know built on top of AI tools to help
2356.26,4.44,you with your content creation this is
2358.18,4.679,best for manual AI content so yes it has
2360.7,3.48,a ways to write content itself but you
2362.859,2.881,have to do a little bit more work on
2364.18,3.12,your end to give it the right inputs
2365.74,3.66,make sure that it's formatted correctly
2367.3,3.539,give it the right recipe and work on it
2369.4,3.06,that way and then probably edit it a
2370.839,4.081,good amount so it's not uh you know
2372.46,4.56,looks like AI content another one is
2374.92,3.96,content at scale so this is the best for
2377.02,4.02,Rapid content creation so this is the
2378.88,3.719,best one where basically all you do is
2381.04,3.24,you put in here's my keyword this is how
2382.599,3.24,long I want the article to be a few
2384.28,3.72,check boxes here and there you hit enter
2385.839,4.02,and then it will in about five minutes
2388,3.06,or so finish the article for you and
2389.859,3.841,it's pretty much done and then you put
2391.06,4.14,it through an SEO tool like server SEO
2393.7,3.06,so this is the must have one the first
2395.2,4.62,real software costs that I recommend
2396.76,5.16,after web hosting so for a real
2399.82,3.48,affiliate marketing business if you have
2401.92,2.699,no money to start a business then you
2403.3,3.42,shouldn't start this affiliate marketing
2404.619,3.301,business because it doesn't take much
2406.72,2.639,we're not starting a brick and mortar
2407.92,3.54,business we don't have inventory and
2409.359,4.081,overhead and rent and employees like
2411.46,3.48,most traditional businesses do we can
2413.44,3.48,start a business online in this
2414.94,5.1,affiliate business that makes 90 profit
2416.92,5.1,margins for twenty dollars a month or
2420.04,3.84,whatever it is but we have to you know
2422.02,4.86,people ask me a lot how much does hrefs
2423.88,6,cost well it's 100 to 200 a month which
2426.88,4.02,isn't low you can get the 99 a month
2429.88,2.94,plan
2430.9,3.12,um you can share it with somebody we
2432.82,2.82,have people in our blog growth engine
2434.02,3.72,community that share accounts sometimes
2435.64,3.84,or they help each other out or you can
2437.74,4.2,sign up for a month and then cancel do
2439.48,4.32,all your keyword research and cancel uh
2441.94,3.36,Surfer is the first one at 49 a month
2443.8,4.26,that I recommend because it gives you
2445.3,4.38,exactly what to do for on-page SEO so
2448.06,3.539,for example I had an article here about
2449.68,3,GoDaddy Alternatives it gives you a
2451.599,2.281,Content score it gives you how many
2452.68,2.52,words you need in the article how many
2453.88,3,headings how many paragraphs how many
2455.2,3.24,images and then it gives you all the
2456.88,3.9,semantic keywords you need and this is
2458.44,3.659,really important so human beings we
2460.78,3.36,can't come up with every single
2462.099,4.141,variation of the word that Google's
2464.14,3.479,natural language processing and machine
2466.24,3.42,learning expects to see in this
2467.619,3.661,affiliate article but Surfer SEO will
2469.66,3.24,tell us that so it says you should put
2471.28,3.12,the word website builder in here eight
2472.9,3.48,to 13 times
2474.4,4.199,you should put in random stuff here free
2476.38,4.44,SSL certificate this many times so you
2478.599,4.141,or a writer or somebody should go
2480.82,3.96,through this and get this Surfer score
2482.74,4.02,up and then this gives it a better
2484.78,3.42,chance of ranking and the truth is a lot
2486.76,3.12,of people are using these tools so if
2488.2,2.82,you're not and you're just thinking that
2489.88,3.6,you're going to write the next thing
2491.02,4.2,well Google's scanning all the Articles
2493.48,4.2,and the ones that have all this stuff
2495.22,3.899,all these words in it makes it seem more
2497.68,3.36,robust a better article so they're going
2499.119,3.601,to outrank you so Surfer is one that
2501.04,3.9,gives you the semantic keywords and it's
2502.72,4.26,the best for on-page SEO so you can
2504.94,3.78,definitely check that out
2506.98,3.359,um so that's the one I fully recommend
2508.72,3.78,it's really the one of the first ones
2510.339,3.121,you definitely need content scale is a
2512.5,2.099,really good one too if you have the
2513.46,2.76,money too and you don't want to write
2514.599,2.76,everything yourself click the link in
2516.22,2.58,the description below for that one if
2517.359,3.301,you're interested now once you have
2518.8,4.14,content we have a keyword plan
2520.66,4.56,we have our content assembly method
2522.94,4.8,mapped out we have a few articles on our
2525.22,4.2,blog and maybe your ranking it's time to
2527.74,3.119,join affiliate programs so I don't
2529.42,3.12,recommend you join affiliate programs
2530.859,3.061,before you have any traffic to your site
2532.54,2.4,with zero traffic it's just kind of a
2533.92,2.64,waste of time you're not going to make
2534.94,3.659,money anyways you might as well wait
2536.56,3.66,till you're getting some traffic in but
2538.599,2.881,there's some popular affiliate networks
2540.22,4.02,you can join like share a sale Amazon
2541.48,4.8,Associates this list here partner stack
2544.24,3.359,if you're promoting software impact's
2546.28,3.059,one of my favorite ones they have a ton
2547.599,3.541,of companies in there but you can sign
2549.339,3.421,up for a network where there's a bunch
2551.14,3.54,of individual affiliate programs and
2552.76,3.9,companies inside and you can join those
2554.68,3.6,inside of the network there's also
2556.66,3.6,individual affiliate programs so you can
2558.28,4.44,also find them by like Googling the
2560.26,3.78,product plus reviewer best find brands
2562.72,3.6,that it's linking to you could also just
2564.04,4.2,Google like uh you know if you're in our
2566.32,3.779,outdoor Niche you could Google like REI
2568.24,4.379,affiliate program Dick's Sporting Goods
2570.099,3.781,affiliate program all of that the lowest
2572.619,3.541,competition niches out there are
2573.88,4.62,physical products so things like Amazon
2576.16,3.78,Associates you can join at first but
2578.5,3.359,they have low commission rates low
2579.94,3.96,cookie duration so you'd eventually want
2581.859,4.081,to replace those Amazon links with
2583.9,3,actual company affiliate links so let's
2585.94,3.48,say you're writing about the best
2586.9,4.62,basketball hoops of 2023 you could just
2589.42,3.24,send all of it to Amazon at first and
2591.52,2.7,then you eventually once you start
